name,creator,likes,active_players,favorites,visits,created_date,update_date,genre,server_size,url
No One an Finish This Game,@karakartalileaslan,Unknown vote percentage,0,0,16,10/04/2022,11/16/2022,All Genres,6,https://www.roblox.com/games/11161322469/No-One-an-Finish-This-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11161322469&position=4468&universeId=3991185068
TB Donation game,T&B Games,88%,0,18,1116,10/22/2022,12/22/2022,All Genres,30,https://www.roblox.com/games/11351400303/TB-Donation-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11351400303&position=4466&universeId=4040800674
BOUNCE PADS Bad nextbot game,@Wolfy_boy54321,85%,0,2,336,10/08/2022,11/08/2022,All Genres,6,https://www.roblox.com/games/11211299609/BOUNCE-PADS-Bad-nextbot-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11211299609&position=4469&universeId=4001406625
Cartoon Cat  game test ,@Miracle_Guyy,100%,0,1,113,01/08/2023,2/20/2023,Horror,12,https://www.roblox.com/games/12099369029/Cartoon-Cat-game-test?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12099369029&position=4471&universeId=4269899743
evry fighting game evr to,@aidaidaiai,Unknown vote percentage,0,0,76,02/10/2021,03/03/2021,All Genres,50,https://www.roblox.com/games/6375717626/evry-fighting-game-evr-to?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6375717626&position=4467&universeId=2365544485
Game,Vermillion=Studio,Unknown vote percentage,0,5,5445,11/08/2021,02/09/2023,All Genres,50,https://www.roblox.com/games/7937481714/Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7937481714&position=4472&universeId=3069305780
capture the flag game christmas update,@Theothecoolboi1,Unknown vote percentage,0,0,10,12/15/2022,2/24/2023,All Genres,10,https://www.roblox.com/games/11825180016/capture-the-flag-game-christmas-update?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11825180016&position=4473&universeId=4185063070
Arsenal Game,@TheMasterOfEmmanuel,0%,0,6,2913,2/13/2021,2/24/2021,Fighting,6,https://www.roblox.com/games/6390222297/Arsenal-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6390222297&position=4474&universeId=2373171981
FREE VIP FOR PREMIUM RoBeats MMO Rhythm Game,@chrtru,7%,0,6,1549,11/18/2015,7/24/2020,All Genres,10,https://www.roblox.com/games/321172167/FREE-VIP-FOR-PREMIUM-RoBeats-MMO-Rhythm-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=321172167&position=4475&universeId=120241879
my work in progress fighting game,@09uchru,Unknown vote percentage,0,0,0,1/16/2023,1/16/2023,Fighting,20,https://www.roblox.com/games/12171336842/my-work-in-progress-fighting-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12171336842&position=4476&universeId=4291525538
Donate Game  NEW christmas update new vip,@ttvCaRlosLover,Unknown vote percentage,0,1,92,11/08/2022,11/08/2022,All Genres,12,https://www.roblox.com/games/11499153377/Donate-Game-NEW-christmas-update-new-vip?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11499153377&position=4477&universeId=4087262942
just a normal game update,@Blonduuuuuuuuu,100%,0,0,38,3/29/2021,11/02/2022,All Genres,50,https://www.roblox.com/games/6584197513/just-a-normal-game-update?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6584197513&position=4480&universeId=2477707223
PLay games with the owner,@SolidNinja2009,100%,0,1,33,06/05/2017,11/02/2022,All Genres,10,https://www.roblox.com/games/852115873/PLay-games-with-the-owner?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=852115873&position=4481&universeId=352892117
TDS game BACK,@xonnekk_239339,75%,0,0,21,12/09/2022,12/10/2022,Fighting,6,https://www.roblox.com/games/11775911589/TDS-game-BACK?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11775911589&position=4478&universeId=4168615790
Pointless Game,@KittieMaster01,73%,0,7,593,03/08/2019,01/02/2020,All Genres,10,https://www.roblox.com/games/2935387194/Pointless-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2935387194&position=4482&universeId=1060468011
Beachside homes roleplay game,@xxunicondaverxx,50%,0,5,146,10/23/2020,10/23/2020,All Genres,50,https://www.roblox.com/games/5863452591/Beachside-homes-role-play-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5863452591&position=4483&universeId=2091007695
Nation Roleplay Game world,@boriss6767,100%,0,3,169,8/15/2022,10/24/2022,Military,100,https://www.roblox.com/games/10605792109/Nation-Roleplay-Game-world?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10605792109&position=4479&universeId=3849483269
Runner game by jacob,@jaagup3421,100%,0,0,27,2/28/2022,07/11/2022,FPS,6,https://www.roblox.com/games/8971387422/Runner-game-by-jacob?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8971387422&position=4484&universeId=3383609943
funny game,@gjejdsb,100%,0,3,234,01/06/2022,2/17/2022,All Genres,12,https://www.roblox.com/games/8472964435/funny-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8472964435&position=4485&universeId=3237650262
Ingame Itemshop,@Roblox_Adventureslol,100%,0,1,2,04/08/2021,1/18/2023,All Genres,50,https://www.roblox.com/games/6653399619/In-game-Itemshop?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6653399619&position=4486&universeId=2501579210
Pirate Island Roleplay game,@captainrugby,100%,0,1,279,10/04/2021,10/15/2021,Adventure,11,https://www.roblox.com/games/7645209500/Pirate-Island-Roleplay-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7645209500&position=4487&universeId=2970273188
feet game of friends,@JasmineTheTinyDoge,66%,0,1,37,12/29/2022,12/29/2022,All Genres,6,https://www.roblox.com/games/11963070659/feet-game-of-friends?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11963070659&position=4488&universeId=4233753668
Elemental Grind Game,@eeepppggg,25%,0,2,261,09/01/2019,7/25/2020,All Genres,10,https://www.roblox.com/games/3775880774/Elemental-Grind-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3775880774&position=4489&universeId=1303300384
UPDATE donate 100k and i will shut down the game,@goryispain,50%,0,1,130,4/25/2021,4/27/2021,All Genres,50,https://www.roblox.com/games/6726365480/UPDATE-donate-100k-and-i-will-shut-down-the-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6726365480&position=4490&universeId=2543167051
Untitled Sword and Gun Game,@Jaggle22,0%,0,0,8,02/11/2023,3/28/2023,All Genres,20,https://www.roblox.com/games/12456408152/Untitled-Sword-and-Gun-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12456408152&position=4491&universeId=4380349779
BEST GAME EVERRRRRR,@baxter_playz28,Unknown vote percentage,0,0,0,3/30/2022,11/13/2022,All Genres,100,https://www.roblox.com/games/9233681383/BEST-GAME-EVERRRRRR?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9233681383&position=4492&universeId=3460449202
The dangerous sword game,Pencil-Studio,100%,0,1,172,10/09/2022,11/25/2022,Fighting,50,https://www.roblox.com/games/11224484620/The-dangerous-sword-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11224484620&position=4494&universeId=4005328204
Untitled shooting game,@Mrcod3xx,Unknown vote percentage,0,0,2,02/10/2023,02/12/2023,All Genres,6,https://www.roblox.com/games/12440377544/Untitled-shooting-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12440377544&position=4493&universeId=4375324328
Randomizer game,@Guest_Rubic,100%,0,2,13,11/19/2021,10/01/2022,All Genres,25,https://www.roblox.com/games/8041555923/Randomizer-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8041555923&position=4495&universeId=3100153552
Really bad roblox fighting game ALMOST OUT OF WIP,BMW fan squad,46%,0,4,829,03/03/2021,07/08/2021,All Genres,50,https://www.roblox.com/games/6470256123/Really-bad-roblox-fighting-game-ALMOST-OUT-OF-WIP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6470256123&position=4496&universeId=2416030993
Blue speed games Museum LEGACY UPDATE,@SonicSydney,80%,0,7,143,12/21/2012,3/31/2023,Adventure,12,https://www.roblox.com/games/101104589/Blue-speed-games-Museum-LEGACY-UPDATE?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=101104589&position=4498&universeId=52228138
Colonial game,@Tyream00,Unknown vote percentage,0,1,55,7/28/2021,7/29/2021,All Genres,50,https://www.roblox.com/games/7168136514/Colonial-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7168136514&position=4497&universeId=2782140887
The Stacked Deck Hangout Game,The Stacked Deck,85%,0,2,226,06/07/2020,06/07/2020,Town and City,50,https://www.roblox.com/games/5149765871/The-Stacked-Deck-Hangout-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5149765871&position=4499&universeId=1792718015
That wierd game made by a wierd guy In Progress,@AwsomeAceYT_Gaming,60%,0,1,189,6/27/2021,6/27/2021,All Genres,50,https://www.roblox.com/games/7009887733/That-wierd-game-made-by-a-wierd-guy-In-Progress?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7009887733&position=4500&universeId=2694314682
IB0BBs Fan Game,@Shxeeq,100%,0,2,147,02/02/2021,6/30/2021,All Genres,50,https://www.roblox.com/games/6336834768/IB0BBs-Fan-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6336834768&position=4502&universeId=2344112651
Gun game Update,@AzkaFerial1,Unknown vote percentage,0,0,0,04/03/2023,04/05/2023,FPS,10,https://www.roblox.com/games/12986889463/Gun-game-Update?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12986889463&position=4501&universeId=4540655013
Horror Game,@gerrerillos,50%,0,2,244,5/22/2021,6/16/2022,Horror,50,https://www.roblox.com/games/6848406922/Horror-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6848406922&position=4503&universeId=2606563222
best game,@TheDuckerF,0%,0,2,400,09/01/2018,09/09/2018,All Genres,10,https://www.roblox.com/games/2297020190/best-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2297020190&position=4504&universeId=799829928
Rolplay game Update coming,@Alo3V3ra,0%,0,1,88,02/03/2018,02/03/2018,Town and City,10,https://www.roblox.com/games/1387589513/Rolplay-game-Update-coming?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1387589513&position=4505&universeId=554349749
Develop Game V1 EARLY ACCESS,@Arledyname,100%,0,1,9,9/30/2017,1/17/2018,All Genres,5,https://www.roblox.com/games/1078799244/Develop-Game-V1-EARLY-ACCESS?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1078799244&position=4508&universeId=447313248
PRIVATE BEST GAME,@PRO_PBG,100%,0,0,17,04/05/2023,04/08/2023,Town and City,6,https://www.roblox.com/games/13006928640/PRIVATE-BEST-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=13006928640&position=4506&universeId=4546681584
MONSTER RP THIS GAME IS BAD,@newbylines52,Unknown vote percentage,0,1,10,09/11/2022,04/06/2023,Military,6,https://www.roblox.com/games/10890267046/MONSTER-RP-THIS-GAME-IS-BAD?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10890267046&position=4507&universeId=3929541597
Marvel Game Tycoon,@XxL4Z3RMANxX,66%,0,3,235,04/02/2021,05/08/2021,All Genres,8,https://www.roblox.com/games/6599292086/Marvel-Game-Tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6599292086&position=4510&universeId=2486124056
Funny game,@edgarzombi,100%,0,0,16,01/07/2023,04/06/2023,All Genres,10,https://www.roblox.com/games/12082106915/Funny-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12082106915&position=4509&universeId=4264952021
Winter Game,@kapi_bit,Unknown vote percentage,0,1,0,11/25/2022,03/11/2023,All Genres,6,https://www.roblox.com/games/11662663637/Winter-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11662663637&position=4511&universeId=4133444128
BIG UI UPDATE Jail Rp Game,Josiah's YT's group,85%,0,3,674,06/09/2021,12/03/2022,All Genres,50,https://www.roblox.com/games/6933665231/BIG-UI-UPDATE-Jail-Rp-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6933665231&position=4515&universeId=2652543214
a very simple game,@MouseyNest,86%,0,24,1054,2/24/2020,2/28/2023,All Genres,10,https://www.roblox.com/games/4728885183/a-very-simple-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4728885183&position=4513&universeId=1575288066
game developer hangout GAME DEVS ONLY,@SnowHalation2,Unknown vote percentage,0,1,3,11/29/2019,11/29/2019,Comedy,10,https://www.roblox.com/games/4470408921/game-developer-hangout-GAME-DEVS-ONLY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4470408921&position=4514&universeId=1425050629
Tower defense game work in progress,@GoodXample,Unknown vote percentage,0,1,3,4/26/2022,4/30/2023,All Genres,6,https://www.roblox.com/games/9473263091/Tower-defense-game-work-in-progress?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9473263091&position=4517&universeId=3532909089
NEW GAME WeirdCore Game,@LeticiaRoblox2014,Unknown vote percentage,0,1,0,10/03/2022,10/03/2022,Horror,6,https://www.roblox.com/games/11155294160/NEW-GAME-WeirdCore-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11155294160&position=4516&universeId=3989344762
ipad air game,@Oivrq19,50%,0,4,1615,11/09/2021,11/09/2021,All Genres,50,https://www.roblox.com/games/7944916073/ipad-air-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7944916073&position=4518&universeId=3071618422
trash jojo game,@ae456aeae123,100%,0,1,26,11/29/2021,4/15/2022,All Genres,50,https://www.roblox.com/games/8130826269/trash-jojo-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8130826269&position=4512&universeId=3127244599
BESTIES HANGOUT GAME,@Flashormy_3,Unknown vote percentage,0,1,24,6/19/2022,6/19/2022,Adventure,6,https://www.roblox.com/games/9957300682/BESTIES-HANGOUT-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9957300682&position=4519&universeId=3671907849
SCARIEST GAME EVER,@LittleDeb_heehee,71%,0,3,1436,7/14/2021,2/23/2022,All Genres,50,https://www.roblox.com/games/7092793504/SCARIEST-GAME-EVER?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7092793504&position=4520&universeId=2740474463
CAR GAME AND HAVE FUN D,@AnimatorGaming1,75%,0,1,517,3/21/2021,10/30/2022,All Genres,50,https://www.roblox.com/games/6550806023/CAR-GAME-AND-HAVE-FUN-D?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6550806023&position=4522&universeId=2459637646
Scary Game,@TIKILEID1,Unknown vote percentage,0,0,6,12/04/2022,12/04/2022,All Genres,6,https://www.roblox.com/games/11741768895/Scary-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11741768895&position=4523&universeId=4157399204
generic space game,The Imcoolferret Fan Group,100%,0,4,722,7/29/2021,11/09/2022,All Genres,50,https://www.roblox.com/games/7172952655/generic-space-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7172952655&position=4521&universeId=2784733193
The Horror Game,@ansar318,12%,0,0,168,04/05/2020,11/18/2021,All Genres,10,https://www.roblox.com/games/4861296546/The-Horror-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4861296546&position=4524&universeId=1653538910
